Book_1,Category_1,12
Book_2,Category_2,30
Book_3,Category_3,16
Book_4,Category_4,29
Book_5,Category_5,23
Book_6,Category_6,31
Book_7,Category_7,39
Book_8,Category_8,46
Book_9,Category_9,37
Book_10,Category_10,27
Book_11,Category_11,37
Book_12,Category_12,45
Book_13,Category_13,19
Book_14,Category_14,46
Book_15,Category_15,25
Book_16,Category_16,0
Book_17,Category_17,44
Book_18,Category_18,1
Book_19,Category_19,39
Book_20,Category_20,1
Book_21,Category_21,42
Book_22,Category_22,44
Book_23,Category_23,4
Book_24,Category_24,49
Book_25,Category_25,21
Book_26,Category_26,34
Book_27,Category_27,9
Book_28,Category_28,41
Book_29,Category_29,4
Book_30,Category_30,26
Book_31,Category_31,10
Book_32,Category_32,38
Book_33,Category_33,11
Book_34,Category_34,19
Book_35,Category_35,32
Book_36,Category_36,50
Book_37,Category_37,25
Book_38,Category_38,36
Book_39,Category_39,21
Book_40,Category_40,50
Book_41,Category_41,9
Book_42,Category_42,42
Book_43,Category_43,23
Book_44,Category_44,36
Book_45,Category_45,47
Book_46,Category_46,8
Book_47,Category_47,38
Book_48,Category_48,15
Book_49,Category_49,21
Book_50,Category_50,49
Book_51,Category_51,17
Book_52,Category_52,26
Book_53,Category_53,21
Book_54,Category_54,24
Book_55,Category_55,11
Book_56,Category_56,35
Book_57,Category_57,6
Book_58,Category_58,10
Book_59,Category_59,49
Book_60,Category_60,24
Book_61,Category_61,8
Book_62,Category_62,36
Book_63,Category_63,15
Book_64,Category_64,47
Book_65,Category_65,37
Book_66,Category_66,17
Book_67,Category_67,7
Book_68,Category_68,49
Book_69,Category_69,42
Book_70,Category_70,23
Book_71,Category_71,14
Book_72,Category_72,31
Book_73,Category_73,35
Book_74,Category_74,16
Book_75,Category_75,27
Book_76,Category_76,14
Book_77,Category_77,47
Book_78,Category_78,2
Book_79,Category_79,32
Book_80,Category_80,3
Book_81,Category_81,29
Book_82,Category_82,20
Book_83,Category_83,26
Book_84,Category_84,2
Book_85,Category_85,40
Book_86,Category_86,34
Book_87,Category_87,36
Book_88,Category_88,10
Book_89,Category_89,38
Book_90,Category_90,36
Book_91,Category_91,17
Book_92,Category_92,14
Book_93,Category_93,5
Book_94,Category_94,30
Book_95,Category_95,41
Book_96,Category_96,28
Book_97,Category_97,37
Book_98,Category_98,29
Book_99,Category_99,39
Book_100,Category_100,21
Book_101,Category_101,7
Book_102,Category_102,21
Book_103,Category_103,4
Book_104,Category_104,24
Book_105,Category_105,21
Book_106,Category_106,20
Book_107,Category_107,9
Book_108,Category_108,22
Book_109,Category_109,39
Book_110,Category_110,11
Book_111,Category_111,48
Book_112,Category_112,12
Book_113,Category_113,39
Book_114,Category_114,40
Book_115,Category_115,5
Book_116,Category_116,30
Book_117,Category_117,35
Book_118,Category_118,10
Book_119,Category_119,6
Book_120,Category_120,12
Book_121,Category_121,48
Book_122,Category_122,31
Book_123,Category_123,25
Book_124,Category_124,29
Book_125,Category_125,11
Book_126,Category_126,4
Book_127,Category_127,5
Book_128,Category_128,34
Book_129,Category_129,48
Book_130,Category_130,13
Book_131,Category_131,33
Book_132,Category_132,26
Book_133,Category_133,4
Book_134,Category_134,8
Book_135,Category_135,41
Book_136,Category_136,47
Book_137,Category_137,35
Book_138,Category_138,32
Book_139,Category_139,35
Book_140,Category_140,22
Book_141,Category_141,31
Book_142,Category_142,49
Book_143,Category_143,16
Book_144,Category_144,17
Book_145,Category_145,44
Book_146,Category_146,15
Book_147,Category_147,11
Book_148,Category_148,14
Book_149,Category_149,27
Book_150,Category_150,3
Book_151,Category_151,41
Book_152,Category_152,49
Book_153,Category_153,45
Book_154,Category_154,43
Book_155,Category_155,11
Book_156,Category_156,17
Book_157,Category_157,5
Book_158,Category_158,48
Book_159,Category_159,0
Book_160,Category_160,4
Book_161,Category_161,43
Book_162,Category_162,39
Book_163,Category_163,41
Book_164,Category_164,26
Book_165,Category_165,20
Book_166,Category_166,39
Book_167,Category_167,20
Book_168,Category_168,35
Book_169,Category_169,23
Book_170,Category_170,39
Book_171,Category_171,46
Book_172,Category_172,26
Book_173,Category_173,43
Book_174,Category_174,44
Book_175,Category_175,10
Book_176,Category_176,46
Book_177,Category_177,6
Book_178,Category_178,40
Book_179,Category_179,4
Book_180,Category_180,6
Book_181,Category_181,33
Book_182,Category_182,9
Book_183,Category_183,35
Book_184,Category_184,44
Book_185,Category_185,42
Book_186,Category_186,14
Book_187,Category_187,14
Book_188,Category_188,5
Book_189,Category_189,12
Book_190,Category_190,33
Book_191,Category_191,10
Book_192,Category_192,10
Book_193,Category_193,26
Book_194,Category_194,42
Book_195,Category_195,15
Book_196,Category_196,23
Book_197,Category_197,7
Book_198,Category_198,35
Book_199,Category_199,21
Book_200,Category_200,38
Book_201,Category_201,36
Book_202,Category_202,50
Book_203,Category_203,39
Book_204,Category_204,46
Book_205,Category_205,4
Book_206,Category_206,21
Book_207,Category_207,16
Book_208,Category_208,41
Book_209,Category_209,12
Book_210,Category_210,12
Book_211,Category_211,16
Book_212,Category_212,49
Book_213,Category_213,38
Book_214,Category_214,11
Book_215,Category_215,3
Book_216,Category_216,36
Book_217,Category_217,41
Book_218,Category_218,42
Book_219,Category_219,9
Book_220,Category_220,44
Book_221,Category_221,3
Book_222,Category_222,6
Book_223,Category_223,32
Book_224,Category_224,10
Book_225,Category_225,47
Book_226,Category_226,4
Book_227,Category_227,17
Book_228,Category_228,18
Book_229,Category_229,16
Book_230,Category_230,33
Book_231,Category_231,12
Book_232,Category_232,26
Book_233,Category_233,25
Book_234,Category_234,28
Book_235,Category_235,4
Book_236,Category_236,4
Book_237,Category_237,6
Book_238,Category_238,14
Book_239,Category_239,13
Book_240,Category_240,7
Book_241,Category_241,44
Book_242,Category_242,17
Book_243,Category_243,13
Book_244,Category_244,45
Book_245,Category_245,28
Book_246,Category_246,41
Book_247,Category_247,43
Book_248,Category_248,46
Book_249,Category_249,30
Book_250,Category_250,26
Book_251,Category_251,5
Book_252,Category_252,30
Book_253,Category_253,6
Book_254,Category_254,4
Book_255,Category_255,14
Book_256,Category_256,18
Book_257,Category_257,29
Book_258,Category_258,35
Book_259,Category_259,1
Book_260,Category_260,32
Book_261,Category_261,31
Book_262,Category_262,0
Book_263,Category_263,13
Book_264,Category_264,10
Book_265,Category_265,45
Book_266,Category_266,28
Book_267,Category_267,33
Book_268,Category_268,2
Book_269,Category_269,21
Book_270,Category_270,30
Book_271,Category_271,19
Book_272,Category_272,48
Book_273,Category_273,14
Book_274,Category_274,17
Book_275,Category_275,30
Book_276,Category_276,29
Book_277,Category_277,36
Book_278,Category_278,45
Book_279,Category_279,7
Book_280,Category_280,48
Book_281,Category_281,45
Book_282,Category_282,3
Book_283,Category_283,7
Book_284,Category_284,32
Book_285,Category_285,35
Book_286,Category_286,24
Book_287,Category_287,7
Book_288,Category_288,32
Book_289,Category_289,6
Book_290,Category_290,27
Book_291,Category_291,47
Book_292,Category_292,36
Book_293,Category_293,21
Book_294,Category_294,10
Book_295,Category_295,28
Book_296,Category_296,30
Book_297,Category_297,17
Book_298,Category_298,49
Book_299,Category_299,36
Book_300,Category_300,11
Book_301,Category_301,36
Book_302,Category_302,29
Book_303,Category_303,46
Book_304,Category_304,42
Book_305,Category_305,3
Book_306,Category_306,12
Book_307,Category_307,19
Book_308,Category_308,6
Book_309,Category_309,49
Book_310,Category_310,22
Book_311,Category_311,34
Book_312,Category_312,16
Book_313,Category_313,40
Book_314,Category_314,13
Book_315,Category_315,38
Book_316,Category_316,33
Book_317,Category_317,20
Book_318,Category_318,9
Book_319,Category_319,25
Book_320,Category_320,26
Book_321,Category_321,23
Book_322,Category_322,17
Book_323,Category_323,16
Book_324,Category_324,44
Book_325,Category_325,12
Book_326,Category_326,32
Book_327,Category_327,32
Book_328,Category_328,43
Book_329,Category_329,12
Book_330,Category_330,2
Book_331,Category_331,24
Book_332,Category_332,13
Book_333,Category_333,38
Book_334,Category_334,13
Book_335,Category_335,16
Book_336,Category_336,49
Book_337,Category_337,22
Book_338,Category_338,5
Book_339,Category_339,5
Book_340,Category_340,3
Book_341,Category_341,35
Book_342,Category_342,12
Book_343,Category_343,0
Book_344,Category_344,22
Book_345,Category_345,24
Book_346,Category_346,19
Book_347,Category_347,27
Book_348,Category_348,30
Book_349,Category_349,10
Book_350,Category_350,50
Book_351,Category_351,22
Book_352,Category_352,9
Book_353,Category_353,48
Book_354,Category_354,6
Book_355,Category_355,13
Book_356,Category_356,24
Book_357,Category_357,6
Book_358,Category_358,33
Book_359,Category_359,26
Book_360,Category_360,37
Book_361,Category_361,39
Book_362,Category_362,35
Book_363,Category_363,44
Book_364,Category_364,14
Book_365,Category_365,28
Book_366,Category_366,34
Book_367,Category_367,50
Book_368,Category_368,16
Book_369,Category_369,30
Book_370,Category_370,31
Book_371,Category_371,5
Book_372,Category_372,30
Book_373,Category_373,17
Book_374,Category_374,9
Book_375,Category_375,23
Book_376,Category_376,0
Book_377,Category_377,9
Book_378,Category_378,39
Book_379,Category_379,7
Book_380,Category_380,6
Book_381,Category_381,35
Book_382,Category_382,40
Book_383,Category_383,29
Book_384,Category_384,38
Book_385,Category_385,2
Book_386,Category_386,2
Book_387,Category_387,15
Book_388,Category_388,11
Book_389,Category_389,25
Book_390,Category_390,36
Book_391,Category_391,3
Book_392,Category_392,2
Book_393,Category_393,1
Book_394,Category_394,24
Book_395,Category_395,39
Book_396,Category_396,16
Book_397,Category_397,34
Book_398,Category_398,12
Book_399,Category_399,1
Book_400,Category_400,6
Book_401,Category_401,18
Book_402,Category_402,6
Book_403,Category_403,12
Book_404,Category_404,7
Book_405,Category_405,28
Book_406,Category_406,28
Book_407,Category_407,39
Book_408,Category_408,26
Book_409,Category_409,17
Book_410,Category_410,46
Book_411,Category_411,25
Book_412,Category_412,4
Book_413,Category_413,29
Book_414,Category_414,3
Book_415,Category_415,3
Book_416,Category_416,50
Book_417,Category_417,44
Book_418,Category_418,16
Book_419,Category_419,7
Book_420,Category_420,43
Book_421,Category_421,14
Book_422,Category_422,5
Book_423,Category_423,25
Book_424,Category_424,8
Book_425,Category_425,11
Book_426,Category_426,27
Book_427,Category_427,16
Book_428,Category_428,3
Book_429,Category_429,43
Book_430,Category_430,8
Book_431,Category_431,21
Book_432,Category_432,30
Book_433,Category_433,50
Book_434,Category_434,28
Book_435,Category_435,43
Book_436,Category_436,2
Book_437,Category_437,17
Book_438,Category_438,38
Book_439,Category_439,33
Book_440,Category_440,4
Book_441,Category_441,8
Book_442,Category_442,24
Book_443,Category_443,14
Book_444,Category_444,21
Book_445,Category_445,17
Book_446,Category_446,26
Book_447,Category_447,42
Book_448,Category_448,5
Book_449,Category_449,22
Book_450,Category_450,25
Book_451,Category_451,36
Book_452,Category_452,5
Book_453,Category_453,4
Book_454,Category_454,27
Book_455,Category_455,13
Book_456,Category_456,6
Book_457,Category_457,20
Book_458,Category_458,48
Book_459,Category_459,23
Book_460,Category_460,35
Book_461,Category_461,42
Book_462,Category_462,22
Book_463,Category_463,22
Book_464,Category_464,49
Book_465,Category_465,24
Book_466,Category_466,49
Book_467,Category_467,41
Book_468,Category_468,31
Book_469,Category_469,16
Book_470,Category_470,6
Book_471,Category_471,39
Book_472,Category_472,20
Book_473,Category_473,11
Book_474,Category_474,42
Book_475,Category_475,35
Book_476,Category_476,9
Book_477,Category_477,14
Book_478,Category_478,10
Book_479,Category_479,7
Book_480,Category_480,43
Book_481,Category_481,37
Book_482,Category_482,50
Book_483,Category_483,24
Book_484,Category_484,35
Book_485,Category_485,39
Book_486,Category_486,16
Book_487,Category_487,4
Book_488,Category_488,34
Book_489,Category_489,10
Book_490,Category_490,15
Book_491,Category_491,40
Book_492,Category_492,10
Book_493,Category_493,28
Book_494,Category_494,44
Book_495,Category_495,12
Book_496,Category_496,32
Book_497,Category_497,39
Book_498,Category_498,2
Book_499,Category_499,2
Book_500,Category_500,19
Book_501,Category_501,29
Book_502,Category_502,8
Book_503,Category_503,49
Book_504,Category_504,7
Book_505,Category_505,23
Book_506,Category_506,35
Book_507,Category_507,17
Book_508,Category_508,43
Book_509,Category_509,40
Book_510,Category_510,27
Book_511,Category_511,11
Book_512,Category_512,46
Book_513,Category_513,19
Book_514,Category_514,37
Book_515,Category_515,47
Book_516,Category_516,41
Book_517,Category_517,19
Book_518,Category_518,24
Book_519,Category_519,10
Book_520,Category_520,40
Book_521,Category_521,46
Book_522,Category_522,22
Book_523,Category_523,40
Book_524,Category_524,37
Book_525,Category_525,22
Book_526,Category_526,23
Book_527,Category_527,35
Book_528,Category_528,35
Book_529,Category_529,29
Book_530,Category_530,47
Book_531,Category_531,3
Book_532,Category_532,30
Book_533,Category_533,28
Book_534,Category_534,45
Book_535,Category_535,33
Book_536,Category_536,21
Book_537,Category_537,21
Book_538,Category_538,5
Book_539,Category_539,27
Book_540,Category_540,49
Book_541,Category_541,38
Book_542,Category_542,46
Book_543,Category_543,21
Book_544,Category_544,24
Book_545,Category_545,17
Book_546,Category_546,11
Book_547,Category_547,20
Book_548,Category_548,37
Book_549,Category_549,0
Book_550,Category_550,22
Book_551,Category_551,5
Book_552,Category_552,9
Book_553,Category_553,44
Book_554,Category_554,28
Book_555,Category_555,49
Book_556,Category_556,18
Book_557,Category_557,2
Book_558,Category_558,45
Book_559,Category_559,31
Book_560,Category_560,32
Book_561,Category_561,6
Book_562,Category_562,29
Book_563,Category_563,49
Book_564,Category_564,50
Book_565,Category_565,5
Book_566,Category_566,28
Book_567,Category_567,23
Book_568,Category_568,30
